ip,hostname,app,businesses,dev,own
10.98.134.166,dce-uds-failover-assistant-757bcd6889-wxhkw,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.164.70,dce-uds-policy-controller-5fbcd4f7c6-p6t7q,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.9,dce-uds-storage-server-dfdfdcc5f-cnsh9,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.214.2,metrics-server-5c5f8b4db8-bqd62,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.109.205,nvdp-node-feature-discovery-master-58cdc96b79-mvlrz,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.101,cmf-mobile-app-74ddf7f4f9-fp6jh,,,,
192.168.35.102,cmf-mobile-server-6574b4c5-n2qdq,,,,
10.97.48.35,dmp-eureka-0-f97957f84-skqmf,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.50.225,dmp-eureka-1-566db85b47-kf97x,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.88,dmp-gateway-runtime-569d9bfb44-kklv8,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.107,invsetinnvoation-764dc769ff-xvqgm,,,,
192.168.35.108,km-cmf-finance-646676f48c-x8lrb,,,,
192.168.35.109,km-cmf-finance-646676f48c-48wqf,,,,
192.168.35.106,pam-6bd58c8958-kp9m6,,,,
10.97.47.69,redis-ha-haproxy-796c8ffffd-5fks2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.27,redis-ha-haproxy-796c8ffffd-dktqv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.144,redis-ha-haproxy-796c8ffffd-hghpg,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.105,usercenter-764fd4944c-8jkpv,,,,
192.168.35.41,dic-77c49f547c-85trd,,,,
10.97.73.161,dmp-eureka-0-5f5f7c48c8-7lfq4,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.34,dmp-eureka-1-75b9f8fc68-6tlg6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.148,dmp-gateway-runtime-569d9bfb44-wgp8k,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.44,si-ws-data-manage-64cdf75b6d-8v9hh,,,,
192.168.35.45,si-ws-devops-cf775dddf-ww9zl,,,,
192.168.35.47,si-ws-devops-calcu-65b5c9496f-bxmgb,,,,
10.97.76.115,si-ws-excel-consul-6b58bcf-v4kvd,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.49,si-ws-excel-dbcenter-6c59cb578f-wmqg8,,,,
192.168.35.52,si-ws-excel-frontend-5c9d649656-k4f5n,,,,
192.168.35.53,si-ws-fof-8c7f48f4c-xzzz5,,,,
192.168.35.56,si-ws-gateway-76d98fd5fb-fbd2m,,,,
192.168.35.58,si-ws-indicator-7f49745588-fdxbt,,,,
192.168.35.60,si-ws-nginx-cluster-b4dbd9bcb-458ch,,,,
192.168.35.62,si-ws-portal-85fc54b887-qzkpl,,,,
192.168.35.64,si-ws-python-engine-795644c4b4-62hc4,,,,
192.168.35.69,si-ws-redis-cluster-6897c7cd74-qj9qz,,,,
192.168.35.42,si-ws-report-798b4b776d-vw4pm,,,,
192.168.35.71,si-ws-sirmapp-64d485577d-krg4n,,,,
192.168.35.74,cmf-robot-service-6fb6fc4f58-krdtk,,,,
192.168.35.90,customer-batch-job-7686ff5df8-rmswn,,,,
192.168.35.78,customer-service-7bf87557c7-z9b7j,,,,
10.97.48.33,dmp-eureka-0-5fdcfd5b5b-zph4v,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.73.162,dmp-eureka-1-566db85b47-72rkl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.32,dmp-gateway-runtime-569d9bfb44-wnkff,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.4,redis-sentinel1-haproxy-966bc5c99-5wd4q,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.49.7,redis-sentinel1-haproxy-966bc5c99-fddvw,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.123.68,redis-sentinel1-haproxy-966bc5c99-ngtlm,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.77,sales-account-service-6b68648d7f-769rb,,,,
192.168.35.76,sales-account-service-6b68648d7f-hhmvd,,,,
192.168.35.100,sales-management-857fcbb4dc-kwnc9,,,,
192.168.35.98,sales-management-857fcbb4dc-9sh6h,,,,
192.168.35.99,sales-management-api-cdb4f5cdf-qfbhq,,,,
192.168.35.75,xmessage-78bbfdcccf-mmtsq,,,,
10.97.73.152,redis-master-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.34.72,redis-sentinel-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.75,redis-sentinel-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.18,redis-sentinel-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.105.96,redis-slave-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.17,redis-slave-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.137,redis-master-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.7,redis-sentinel-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.8,redis-sentinel-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.9,redis-sentinel-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.47.127,redis-slave-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.140,redis-slave-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.118.167,dx-insight-stolon-keeper-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.163,dx-insight-stolon-keeper-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.206,dmp-elasticsearch-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.129,dmp-elasticsearch-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.69,dmp-elasticsearch-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.137,dmp-redis-master-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.136,dmp-redis-sentinel-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.205,dmp-redis-sentinel-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.77,dmp-redis-sentinel-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.76,dmp-redis-slave-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.210,dmp-redis-slave-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.47.70,redis-ha-server-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.142,redis-ha-server-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.26,redis-ha-server-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.47.121,redis-master-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.34.70,redis-sentinel-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.47.65,redis-sentinel-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.132,redis-sentinel-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.130,redis-slave-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.16,redis-slave-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.105.97,redis-master-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.80,redis-sentinel-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.34.73,redis-sentinel-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.19,redis-sentinel-2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.50.216,redis-slave-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.73.153,redis-slave-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.22,redis-master-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.78,redis-sentinel-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.136,redis-sentinel-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.79,redis-sentinel-2,容器平台内部组件,DaoCloud容器平台,,caiyg
192.168.35.80,redis-sentinel1-server-0,,,,
192.168.35.79,redis-sentinel1-server-1,,,,
192.168.35.81,redis-sentinel1-server-2,,,,
10.97.47.126,redis-slave-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.50.219,redis-slave-1,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.76.111,dss-enforcer-pod-25tm9,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.86,dss-enforcer-pod-4rmd4,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.1,dss-enforcer-pod-4ssg2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.88.89,dss-enforcer-pod-9k4pk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.89.44,dss-enforcer-pod-b2lrp,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.47.74,dss-enforcer-pod-cz49z,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.73.159,dss-enforcer-pod-f67gv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.105.103,dss-enforcer-pod-k9vnb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.123.65,dss-enforcer-pod-l8xhj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.49.4,dss-enforcer-pod-m44xt,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.105.135,dss-enforcer-pod-nfkjb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.34.79,dss-enforcer-pod-qmm9v,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.30,dss-enforcer-pod-s4gqz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.147,dss-enforcer-pod-swhkz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.50.224,dss-enforcer-pod-tpnzj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.105.129,dce-uds-host-metrics-driver-2gwht,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.250.130,dce-uds-host-metrics-driver-46hdz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.132.23,dce-uds-host-metrics-driver-4fvxk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.134.169,dce-uds-host-metrics-driver-69fcs,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.152.1,dce-uds-host-metrics-driver-7pntv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.73.131,dce-uds-host-metrics-driver-8pwr7,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.197.215,dce-uds-host-metrics-driver-8ztr6,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.38.66,dce-uds-host-metrics-driver-bc2s5,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.81.132,dce-uds-host-metrics-driver-bhvnm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.250.195,dce-uds-host-metrics-driver-br5kq,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.207.67,dce-uds-host-metrics-driver-c5qmr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.113.67,dce-uds-host-metrics-driver-cbbwc,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.49.132,dce-uds-host-metrics-driver-cr84g,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.118.132,dce-uds-host-metrics-driver-fqmbz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.164.69,dce-uds-host-metrics-driver-g48xv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.34.66,dce-uds-host-metrics-driver-h2f9x,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.226.4,dce-uds-host-metrics-driver-hbtvr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.24.195,dce-uds-host-metrics-driver-hplvv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.103.66,dce-uds-host-metrics-driver-hwbk5,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.220.3,dce-uds-host-metrics-driver-kk2q8,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.175.4,dce-uds-host-metrics-driver-pt8mh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.35.197,dce-uds-host-metrics-driver-qcbww,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.52.159,dce-uds-host-metrics-driver-sjspl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.214.4,dce-uds-host-metrics-driver-vfr56,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.49.1,dce-uds-host-metrics-driver-xglmb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.172.131,dce-uds-host-metrics-driver-z5gtp,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.147.193,dce-uds-host-metrics-driver-zmtnr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.88.91,nvdp-gpu-feature-discovery-mfk7n,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.50.236,nvdp-node-feature-discovery-worker-27c22,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.88.90,nvdp-node-feature-discovery-worker-2v4qf,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.6.91,nvdp-node-feature-discovery-worker-4fdvc,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.89.45,nvdp-node-feature-discovery-worker-67h6r,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.49.17,nvdp-node-feature-discovery-worker-6h6g2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.98.159,nvdp-node-feature-discovery-worker-6xlpk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.76.112,nvdp-node-feature-discovery-worker-8bqbm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.42.153,nvdp-node-feature-discovery-worker-8qvpm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.73.175,nvdp-node-feature-discovery-worker-bc248,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.114.216,nvdp-node-feature-discovery-worker-cz994,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.105.119,nvdp-node-feature-discovery-worker-dc9nr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.110.132,nvdp-node-feature-discovery-worker-jgp9f,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.109.207,nvdp-node-feature-discovery-worker-l44m8,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.35.229,nvdp-node-feature-discovery-worker-l4kqq,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.47.90,nvdp-node-feature-discovery-worker-l7sdr,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.118.135,nvdp-node-feature-discovery-worker-lc84h,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.41.98,nvdp-node-feature-discovery-worker-lxwjq,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.45.215,nvdp-node-feature-discovery-worker-mjcdj,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.26,nvdp-node-feature-discovery-worker-pcvwz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.105.159,nvdp-node-feature-discovery-worker-qml5l,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.49.145,nvdp-node-feature-discovery-worker-rbq6l,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.48.46,nvdp-node-feature-discovery-worker-rn6rl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.19,nvdp-node-feature-discovery-worker-v6z7s,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.113.107,nvdp-node-feature-discovery-worker-v88df,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.24.231,nvdp-node-feature-discovery-worker-vlgvl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.123.84,nvdp-node-feature-discovery-worker-xxr29,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.34.92,nvdp-node-feature-discovery-worker-zjj7f,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.88.92,nvdp-nvidia-device-plugin-tkq7d,容器平台内部组件,DaoCloud容器平台,,caiyg
172.18.10.107,rt-index-client,基金-投研数仓-指标服务中心,基金-投研数仓,huangzq&huangjq,yangyn&wangy2&huangzq&ling
192.168.28.105,IR-Report-kafka02,搜索-研报清洗服务,基金-聚合搜索系统,kongwt&zhaoxf,wangy2
192.168.28.104,IR-Report-kafka01,搜索-研报清洗服务,基金-聚合搜索系统,kongwt&zhaoxf,wangy2
192.168.28.106,IR-Report-kafka03,搜索-研报清洗服务,基金-聚合搜索系统,kongwt&zhaoxf,wangy2
10.98.177.130,alertmanager-dx-insight-7dbc8cf66c-r6jkx,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.103.200,dx-insight-7f6b7f5f84-jzdd4,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.214.132,dx-insight-kube-state-metrics-769dbd74d5-8cdm2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.103.198,dx-insight-metering-97887c699-tg5dm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.103.199,dx-insight-prometheus-operator-7f8fc48897-dmc9q,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.177.129,dx-insight-stolon-proxy-68786bffcd-58k25,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.214.129,dx-insight-stolon-proxy-68786bffcd-599kh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.123.194,dx-insight-stolon-sentinel-6c6bfc878b-jtt25,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.123.193,dx-insight-stolon-sentinel-6c6bfc878b-v22tk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.214.131,dx-insight-thanos-query-5fc64d4c8c-p5svp,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.177.134,dce-system-daocloudsecuritysuite-8567c8c5d6-26pfz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.214.133,dce-system-dxinsight-76c4cf6c-ml8qh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.217.0,dce-system-uds-564f65577c-48fgb,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.217.2,dss-controller-pod-8f9465bf-brrv9,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.244.65,dss-controller-pod-8f9465bf-f7ws5,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.233.193,dss-controller-pod-8f9465bf-z6qv2,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.123.202,dss-manager-pod-9d69c84b4-647w2,容器平台内部组件,DaoCloud容器平台,,caiyg
172.19.5.19,cmf-activity-ui-6b479ccfcd-hsbh7,,,,
172.19.2.21,cmf-wxminiprogram-55c55c979f-jkrpc,,,,
172.19.5.20,cmf-wxminiprogram-nginx-9dbdcfb75-dgplk,,,,
172.19.5.12,cmf-activity-ui-648bf6d4c7-4clhj,,,,
172.19.5.11,cmf-activity-ui-648bf6d4c7-k5249,,,,
172.19.2.26,cmf-wxminiprogram-6bdfbcbc8-6tk6h,,,,
172.19.2.25,cmf-wxminiprogram-6bdfbcbc8-6tfd5,,,,
172.19.5.13,cmf-wxminiprogram-nginx-54d6fd5497-bzs8w,,,,
172.19.5.14,cmf-wxminiprogram-nginx-54d6fd5497-wrtq9,,,,
172.19.2.16,weixinserver-f59884df9-b9htj,,,,
172.19.2.17,weixinserver-f59884df9-vn4pd,,,,
10.98.214.139,cluster-link-8547c674fc-jbx5s,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.103.194,coredns-coredns-6c7d694b88-65p4c,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.93.67,coredns-coredns-6c7d694b88-lm2h8,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.137,dce-chart-manager-8694748674-x2v9q,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.128,dce-clair-669854d66c-qrmpt,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.130,dce-controller-f6d884bcb-b2tht,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.63.65,dce-controller-f6d884bcb-b8vbd,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.18.128,dce-prometheus-559f56dc5b-5bx9n,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.129,dce-prometheus-559f56dc5b-qhslz,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.133,dce-registry-656cbf6f4b-gh5rp,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.18.131,dce-registry-656cbf6f4b-slvxk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.131,dce-uds-failover-assistant-65f7bc49f-7rsm9,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.18.130,dce-uds-failover-assistant-65f7bc49f-fkbnk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.61.196,dce-uds-policy-controller-5c47d48c7d-hxl4n,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.63.64,dce-uds-storage-server-57cd994989-r2sth,容器平台内部组件,DaoCloud容器平台,,caiyg
172.19.5.23,ec-pre-ingress1-787fb555d9-5gfpb,,,,
172.19.5.24,ec-pre-ingress2-544cb5cff4-klvxn,,,,
172.19.5.21,ec-prod-ingress1-564bbd595f-69wrx,,,,
172.19.5.22,ec-prod-ingress2-7bc6546d8d-pbj7m,,,,
10.97.93.64,metrics-server-76747584d8-9xqrw,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.93.66,dx-insight-stolon-keeper-0,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.103.194,dx-insight-stolon-keeper-1,容器平台内部组件,DaoCloud容器平台,,caiyg
172.19.2.15,redis-sentinel-server-0,,,,
172.19.2.13,redis-sentinel-server-1,,,,
172.19.2.14,redis-sentinel-server-2,,,,
10.98.214.137,dss-enforcer-pod-5cbxf,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.123.203,dss-enforcer-pod-5ksrk,容器平台内部组件,DaoCloud容器平台,,caiyg
10.98.177.137,dss-enforcer-pod-7ktfh,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.63.66,dce-uds-host-metrics-driver-5rwtv,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.74.135,dce-uds-host-metrics-driver-frl5d,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.61.194,dce-uds-host-metrics-driver-hwwfm,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.93.65,dce-uds-host-metrics-driver-k9zjl,容器平台内部组件,DaoCloud容器平台,,caiyg
10.97.103.192,dce-uds-host-metrics-driver-lz5mb,容器平台内部组件,DaoCloud容器平台,,caiyg
